HORAPK;HORAN;HORA;MINUTO;SEGUNDO;HORAINGRESO;HORACIERREAGENCIA;HORAALMUERZO;HORASALIDA;HORALABORABLE;
114023;11:40:23;11;40;23;N;N;N;N;S;
110550;11:05:50;11;5;50;N;N;N;N;S;
110558;11:05:58;11;5;58;N;N;N;N;S;
110606;11:06:06;11;6;6;N;N;N;N;S;
110614;11:06:14;11;6;14;N;N;N;N;S;
110622;11:06:22;11;6;22;N;N;N;N;S;
110630;11:06:30;11;6;30;N;N;N;N;S;
110638;11:06:38;11;6;38;N;N;N;N;S;
110646;11:06:46;11;6;46;N;N;N;N;S;
110655;11:06:55;11;6;55;N;N;N;N;S;
110705;11:07:05;11;7;5;N;N;N;N;S;
110714;11:07:14;11;7;14;N;N;N;N;S;
110723;11:07:23;11;7;23;N;N;N;N;S;
110733;11:07:33;11;7;33;N;N;N;N;S;
110742;11:07:42;11;7;42;N;N;N;N;S;
110751;11:07:51;11;7;51;N;N;N;N;S;
110801;11:08:01;11;8;1;N;N;N;N;S;
110810;11:08:10;11;8;10;N;N;N;N;S;
110819;11:08:19;11;8;19;N;N;N;N;S;
110829;11:08:29;11;8;29;N;N;N;N;S;
110838;11:08:38;11;8;38;N;N;N;N;S;
110847;11:08:47;11;8;47;N;N;N;N;S;
110857;11:08:57;11;8;57;N;N;N;N;S;
110906;11:09:06;11;9;6;N;N;N;N;S;
110915;11:09:15;11;9;15;N;N;N;N;S;
110925;11:09:25;11;9;25;N;N;N;N;S;
110934;11:09:34;11;9;34;N;N;N;N;S;
110943;11:09:43;11;9;43;N;N;N;N;S;
110953;11:09:53;11;9;53;N;N;N;N;S;
111002;11:10:02;11;10;2;N;N;N;N;S;
111011;11:10:11;11;10;11;N;N;N;N;S;
111021;11:10:21;11;10;21;N;N;N;N;S;
111030;11:10:30;11;10;30;N;N;N;N;S;
111039;11:10:39;11;10;39;N;N;N;N;S;
111049;11:10:49;11;10;49;N;N;N;N;S;
111058;11:10:58;11;10;58;N;N;N;N;S;
111107;11:11:07;11;11;7;N;N;N;N;S;
111117;11:11:17;11;11;17;N;N;N;N;S;
111126;11:11:26;11;11;26;N;N;N;N;S;
111135;11:11:35;11;11;35;N;N;N;N;S;
211739;21:17:39;21;17;39;N;S;N;N;S;
211747;21:17:47;21;17;47;N;S;N;N;S;
211755;21:17:55;21;17;55;N;S;N;N;S;
211803;21:18:03;21;18;3;N;S;N;N;S;
211811;21:18:11;21;18;11;N;S;N;N;S;
211819;21:18:19;21;18;19;N;S;N;N;S;
211827;21:18:27;21;18;27;N;S;N;N;S;
211836;21:18:36;21;18;36;N;S;N;N;S;
211845;21:18:45;21;18;45;N;S;N;N;S;
211855;21:18:55;21;18;55;N;S;N;N;S;
211904;21:19:04;21;19;4;N;S;N;N;S;
211914;21:19:14;21;19;14;N;S;N;N;S;
211923;21:19:23;21;19;23;N;S;N;N;S;
211932;21:19:32;21;19;32;N;S;N;N;S;
211942;21:19:42;21;19;42;N;S;N;N;S;
211951;21:19:51;21;19;51;N;S;N;N;S;
212000;21:20:00;21;20;0;N;S;N;N;S;
212010;21:20:10;21;20;10;N;S;N;N;S;
212019;21:20:19;21;20;19;N;S;N;N;S;
212028;21:20:28;21;20;28;N;S;N;N;S;
212038;21:20:38;21;20;38;N;S;N;N;S;
212047;21:20:47;21;20;47;N;S;N;N;S;
212056;21:20:56;21;20;56;N;S;N;N;S;
212106;21:21:06;21;21;6;N;S;N;N;S;
212115;21:21:15;21;21;15;N;S;N;N;S;
212124;21:21:24;21;21;24;N;S;N;N;S;
212134;21:21:34;21;21;34;N;S;N;N;S;
212143;21:21:43;21;21;43;N;S;N;N;S;
212152;21:21:52;21;21;52;N;S;N;N;S;
212202;21:22:02;21;22;2;N;S;N;N;S;
212211;21:22:11;21;22;11;N;S;N;N;S;
212220;21:22:20;21;22;20;N;S;N;N;S;
212230;21:22:30;21;22;30;N;S;N;N;S;
212239;21:22:39;21;22;39;N;S;N;N;S;
212248;21:22:48;21;22;48;N;S;N;N;S;
212258;21:22:58;21;22;58;N;S;N;N;S;
212307;21:23:07;21;23;7;N;S;N;N;S;
212316;21:23:16;21;23;16;N;S;N;N;S;
224958;22:49:58;22;49;58;N;N;N;N;N;
225006;22:50:06;22;50;6;N;N;N;N;N;
225014;22:50:14;22;50;14;N;N;N;N;N;
225022;22:50:22;22;50;22;N;N;N;N;N;
225030;22:50:30;22;50;30;N;N;N;N;N;
225038;22:50:38;22;50;38;N;N;N;N;N;
225046;22:50:46;22;50;46;N;N;N;N;N;
225055;22:50:55;22;50;55;N;N;N;N;N;
225104;22:51:04;22;51;4;N;N;N;N;N;
54020;05:40:20;5;40;20;N;N;N;N;N;
54031;05:40:31;5;40;31;N;N;N;N;N;
54043;05:40:43;5;40;43;N;N;N;N;N;
54055;05:40:55;5;40;55;N;N;N;N;N;
54107;05:41:07;5;41;7;N;N;N;N;N;
54117;05:41:17;5;41;17;N;N;N;N;N;
54130;05:41:30;5;41;30;N;N;N;N;N;
54141;05:41:41;5;41;41;N;N;N;N;N;
54153;05:41:53;5;41;53;N;N;N;N;N;
54203;05:42:03;5;42;3;N;N;N;N;N;
50549;05:05:49;5;5;49;N;N;N;N;N;
50558;05:05:58;5;5;58;N;N;N;N;N;
50608;05:06:08;5;6;8;N;N;N;N;N;
50618;05:06:18;5;6;18;N;N;N;N;N;
50628;05:06:28;5;6;28;N;N;N;N;N;
50639;05:06:39;5;6;39;N;N;N;N;N;
50652;05:06:52;5;6;52;N;N;N;N;N;
50702;05:07:02;5;7;2;N;N;N;N;N;
50714;05:07:14;5;7;14;N;N;N;N;N;
50725;05:07:25;5;7;25;N;N;N;N;N;
50738;05:07:38;5;7;38;N;N;N;N;N;
50748;05:07:48;5;7;48;N;N;N;N;N;
50800;05:08:00;5;8;0;N;N;N;N;N;
50812;05:08:12;5;8;12;N;N;N;N;N;
50823;05:08:23;5;8;23;N;N;N;N;N;
50834;05:08:34;5;8;34;N;N;N;N;N;
50846;05:08:46;5;8;46;N;N;N;N;N;
50858;05:08:58;5;8;58;N;N;N;N;N;
50909;05:09:09;5;9;9;N;N;N;N;N;
50922;05:09:22;5;9;22;N;N;N;N;N;
50932;05:09:32;5;9;32;N;N;N;N;N;
50944;05:09:44;5;9;44;N;N;N;N;N;
50955;05:09:55;5;9;55;N;N;N;N;N;
51008;05:10:08;5;10;8;N;N;N;N;N;
51018;05:10:18;5;10;18;N;N;N;N;N;
51030;05:10:30;5;10;30;N;N;N;N;N;
51042;05:10:42;5;10;42;N;N;N;N;N;
51054;05:10:54;5;10;54;N;N;N;N;N;
51105;05:11:05;5;11;5;N;N;N;N;N;
51118;05:11:18;5;11;18;N;N;N;N;N;
51128;05:11:28;5;11;28;N;N;N;N;N;
51140;05:11:40;5;11;40;N;N;N;N;N;
62431;06:24:31;6;24;31;N;N;N;N;N;
62440;06:24:40;6;24;40;N;N;N;N;N;
62450;06:24:50;6;24;50;N;N;N;N;N;
62500;06:25:00;6;25;0;N;N;N;N;N;
62509;06:25:09;6;25;9;N;N;N;N;N;
62521;06:25:21;6;25;21;N;N;N;N;N;
62531;06:25:31;6;25;31;N;N;N;N;N;
62544;06:25:44;6;25;44;N;N;N;N;N;
62555;06:25:55;6;25;55;N;N;N;N;N;
62607;06:26:07;6;26;7;N;N;N;N;N;
62618;06:26:18;6;26;18;N;N;N;N;N;
62630;06:26:30;6;26;30;N;N;N;N;N;
62641;06:26:41;6;26;41;N;N;N;N;N;
62654;06:26:54;6;26;54;N;N;N;N;N;
62705;06:27:05;6;27;5;N;N;N;N;N;
62716;06:27:16;6;27;16;N;N;N;N;N;
62728;06:27:28;6;27;28;N;N;N;N;N;
62740;06:27:40;6;27;40;N;N;N;N;N;
62751;06:27:51;6;27;51;N;N;N;N;N;
62804;06:28:04;6;28;4;N;N;N;N;N;
62814;06:28:14;6;28;14;N;N;N;N;N;
62826;06:28:26;6;28;26;N;N;N;N;N;
62837;06:28:37;6;28;37;N;N;N;N;N;
62850;06:28:50;6;28;50;N;N;N;N;N;
62900;06:29:00;6;29;0;N;N;N;N;N;
62911;06:29:11;6;29;11;N;N;N;N;N;
62924;06:29:24;6;29;24;N;N;N;N;N;
62935;06:29:35;6;29;35;N;N;N;N;N;
62946;06:29:46;6;29;46;N;N;N;N;N;
62957;06:29:57;6;29;57;N;N;N;N;N;
63010;06:30:10;6;30;10;N;N;N;N;N;
63021;06:30:21;6;30;21;N;N;N;N;N;
63034;06:30:34;6;30;34;N;N;N;N;N;
63043;06:30:43;6;30;43;N;N;N;N;N;
63053;06:30:53;6;30;53;N;N;N;N;N;
63103;06:31:03;6;31;3;N;N;N;N;N;
63113;06:31:13;6;31;13;N;N;N;N;N;
63124;06:31:24;6;31;24;N;N;N;N;N;
63137;06:31:37;6;31;37;N;N;N;N;N;
63147;06:31:47;6;31;47;N;N;N;N;N;
63159;06:31:59;6;31;59;N;N;N;N;N;
63210;06:32:10;6;32;10;N;N;N;N;N;
63223;06:32:23;6;32;23;N;N;N;N;N;
63233;06:32:33;6;32;33;N;N;N;N;N;
63245;06:32:45;6;32;45;N;N;N;N;N;
63257;06:32:57;6;32;57;N;N;N;N;N;
63309;06:33:09;6;33;9;N;N;N;N;N;
63319;06:33:19;6;33;19;N;N;N;N;N;
63332;06:33:32;6;33;32;N;N;N;N;N;
63343;06:33:43;6;33;43;N;N;N;N;N;
63355;06:33:55;6;33;55;N;N;N;N;N;
63405;06:34:05;6;34;5;N;N;N;N;N;
63418;06:34:18;6;34;18;N;N;N;N;N;
63429;06:34:29;6;34;29;N;N;N;N;N;
63441;06:34:41;6;34;41;N;N;N;N;N;
63453;06:34:53;6;34;53;N;N;N;N;N;
63505;06:35:05;6;35;5;N;N;N;N;N;
63515;06:35:15;6;35;15;N;N;N;N;N;
63528;06:35:28;6;35;28;N;N;N;N;N;
63539;06:35:39;6;35;39;N;N;N;N;N;
63551;06:35:51;6;35;51;N;N;N;N;N;
63602;06:36:02;6;36;2;N;N;N;N;N;
63614;06:36:14;6;36;14;N;N;N;N;N;
63625;06:36:25;6;36;25;N;N;N;N;N;
55413;05:54:13;5;54;13;N;N;N;N;N;
55422;05:54:22;5;54;22;N;N;N;N;N;
55432;05:54:32;5;54;32;N;N;N;N;N;
55441;05:54:41;5;54;41;N;N;N;N;N;
55453;05:54:53;5;54;53;N;N;N;N;N;
55503;05:55:03;5;55;3;N;N;N;N;N;
55515;05:55:15;5;55;15;N;N;N;N;N;
55527;05:55:27;5;55;27;N;N;N;N;N;
55539;05:55:39;5;55;39;N;N;N;N;N;
55549;05:55:49;5;55;49;N;N;N;N;N;
55602;05:56:02;5;56;2;N;N;N;N;N;
55613;05:56:13;5;56;13;N;N;N;N;N;
55625;05:56:25;5;56;25;N;N;N;N;N;
55635;05:56:35;5;56;35;N;N;N;N;N;
55648;05:56:48;5;56;48;N;N;N;N;N;
55659;05:56:59;5;56;59;N;N;N;N;N;
55711;05:57:11;5;57;11;N;N;N;N;N;
55723;05:57:23;5;57;23;N;N;N;N;N;
55734;05:57:34;5;57;34;N;N;N;N;N;
234906;23:49:06;23;49;6;N;N;N;N;N;
234915;23:49:15;23;49;15;N;N;N;N;N;
234925;23:49:25;23;49;25;N;N;N;N;N;
234934;23:49:34;23;49;34;N;N;N;N;N;
234943;23:49:43;23;49;43;N;N;N;N;N;
234953;23:49:53;23;49;53;N;N;N;N;N;
235002;23:50:02;23;50;2;N;N;N;N;N;
235011;23:50:11;23;50;11;N;N;N;N;N;
235021;23:50:21;23;50;21;N;N;N;N;N;
235030;23:50:30;23;50;30;N;N;N;N;N;
235039;23:50:39;23;50;39;N;N;N;N;N;
235049;23:50:49;23;50;49;N;N;N;N;N;
235058;23:50:58;23;50;58;N;N;N;N;N;
235107;23:51:07;23;51;7;N;N;N;N;N;
235117;23:51:17;23;51;17;N;N;N;N;N;
235126;23:51:26;23;51;26;N;N;N;N;N;
235135;23:51:35;23;51;35;N;N;N;N;N;
235145;23:51:45;23;51;45;N;N;N;N;N;
235154;23:51:54;23;51;54;N;N;N;N;N;
235203;23:52:03;23;52;3;N;N;N;N;N;
235213;23:52:13;23;52;13;N;N;N;N;N;
235222;23:52:22;23;52;22;N;N;N;N;N;
235231;23:52:31;23;52;31;N;N;N;N;N;
235241;23:52:41;23;52;41;N;N;N;N;N;
235250;23:52:50;23;52;50;N;N;N;N;N;
235259;23:52:59;23;52;59;N;N;N;N;N;
235309;23:53:09;23;53;9;N;N;N;N;N;
235318;23:53:18;23;53;18;N;N;N;N;N;
185322;18:53:22;18;53;22;N;N;N;S;S;
185330;18:53:30;18;53;30;N;N;N;S;S;
185338;18:53:38;18;53;38;N;N;N;S;S;
185346;18:53:46;18;53;46;N;N;N;S;S;
185354;18:53:54;18;53;54;N;N;N;S;S;
185402;18:54:02;18;54;2;N;N;N;S;S;
185410;18:54:10;18;54;10;N;N;N;S;S;
185419;18:54:19;18;54;19;N;N;N;S;S;
185428;18:54:28;18;54;28;N;N;N;S;S;
185438;18:54:38;18;54;38;N;N;N;S;S;
185447;18:54:47;18;54;47;N;N;N;S;S;
185456;18:54:56;18;54;56;N;N;N;S;S;
185506;18:55:06;18;55;6;N;N;N;S;S;
185515;18:55:15;18;55;15;N;N;N;S;S;
185524;18:55:24;18;55;24;N;N;N;S;S;
185534;18:55:34;18;55;34;N;N;N;S;S;
185543;18:55:43;18;55;43;N;N;N;S;S;
185552;18:55:52;18;55;52;N;N;N;S;S;
185602;18:56:02;18;56;2;N;N;N;S;S;
185611;18:56:11;18;56;11;N;N;N;S;S;
185621;18:56:21;18;56;21;N;N;N;S;S;
185630;18:56:30;18;56;30;N;N;N;S;S;
185639;18:56:39;18;56;39;N;N;N;S;S;
185649;18:56:49;18;56;49;N;N;N;S;S;
185658;18:56:58;18;56;58;N;N;N;S;S;
185707;18:57:07;18;57;7;N;N;N;S;S;
185717;18:57:17;18;57;17;N;N;N;S;S;
185726;18:57:26;18;57;26;N;N;N;S;S;
185735;18:57:35;18;57;35;N;N;N;S;S;
185745;18:57:45;18;57;45;N;N;N;S;S;
185754;18:57:54;18;57;54;N;N;N;S;S;
185803;18:58:03;18;58;3;N;N;N;S;S;
185813;18:58:13;18;58;13;N;N;N;S;S;
185822;18:58:22;18;58;22;N;N;N;S;S;
185831;18:58:31;18;58;31;N;N;N;S;S;
185841;18:58:41;18;58;41;N;N;N;S;S;
185850;18:58:50;18;58;50;N;N;N;S;S;
185859;18:58:59;18;58;59;N;N;N;S;S;
201957;20:19:57;20;19;57;N;N;N;N;S;
202005;20:20:05;20;20;5;N;N;N;N;S;
202013;20:20:13;20;20;13;N;N;N;N;S;
202021;20:20:21;20;20;21;N;N;N;N;S;
202029;20:20:29;20;20;29;N;N;N;N;S;
202037;20:20:37;20;20;37;N;N;N;N;S;
202045;20:20:45;20;20;45;N;N;N;N;S;
202054;20:20:54;20;20;54;N;N;N;N;S;
202103;20:21:03;20;21;3;N;N;N;N;S;
202113;20:21:13;20;21;13;N;N;N;N;S;
202122;20:21:22;20;21;22;N;N;N;N;S;
202131;20:21:31;20;21;31;N;N;N;N;S;
202141;20:21:41;20;21;41;N;N;N;N;S;
202150;20:21:50;20;21;50;N;N;N;N;S;
202159;20:21:59;20;21;59;N;N;N;N;S;
202209;20:22:09;20;22;9;N;N;N;N;S;
202218;20:22:18;20;22;18;N;N;N;N;S;
202228;20:22:28;20;22;28;N;N;N;N;S;
202237;20:22:37;20;22;37;N;N;N;N;S;
202246;20:22:46;20;22;46;N;N;N;N;S;
202256;20:22:56;20;22;56;N;N;N;N;S;
202305;20:23:05;20;23;5;N;N;N;N;S;
202314;20:23:14;20;23;14;N;N;N;N;S;
202324;20:23:24;20;23;24;N;N;N;N;S;
202333;20:23:33;20;23;33;N;N;N;N;S;
202342;20:23:42;20;23;42;N;N;N;N;S;
202352;20:23:52;20;23;52;N;N;N;N;S;
202401;20:24:01;20;24;1;N;N;N;N;S;
202410;20:24:10;20;24;10;N;N;N;N;S;
202420;20:24:20;20;24;20;N;N;N;N;S;
202429;20:24:29;20;24;29;N;N;N;N;S;
202438;20:24:38;20;24;38;N;N;N;N;S;
202448;20:24:48;20;24;48;N;N;N;N;S;
202457;20:24:57;20;24;57;N;N;N;N;S;
202506;20:25:06;20;25;6;N;N;N;N;S;
202516;20:25:16;20;25;16;N;N;N;N;S;
202525;20:25:25;20;25;25;N;N;N;N;S;
202534;20:25:34;20;25;34;N;N;N;N;S;
215215;21:52:15;21;52;15;N;S;N;N;S;
215223;21:52:23;21;52;23;N;S;N;N;S;
215231;21:52:31;21;52;31;N;S;N;N;S;
215239;21:52:39;21;52;39;N;S;N;N;S;
215247;21:52:47;21;52;47;N;S;N;N;S;
215255;21:52:55;21;52;55;N;S;N;N;S;
215303;21:53:03;21;53;3;N;S;N;N;S;
215312;21:53:12;21;53;12;N;S;N;N;S;
215322;21:53:22;21;53;22;N;S;N;N;S;
215331;21:53:31;21;53;31;N;S;N;N;S;
215340;21:53:40;21;53;40;N;S;N;N;S;
215350;21:53:50;21;53;50;N;S;N;N;S;
215359;21:53:59;21;53;59;N;S;N;N;S;
215408;21:54:08;21;54;8;N;S;N;N;S;
215418;21:54:18;21;54;18;N;S;N;N;S;
215427;21:54:27;21;54;27;N;S;N;N;S;
215436;21:54:36;21;54;36;N;S;N;N;S;
215446;21:54:46;21;54;46;N;S;N;N;S;
215455;21:54:55;21;54;55;N;S;N;N;S;
215504;21:55:04;21;55;4;N;S;N;N;S;
215514;21:55:14;21;55;14;N;S;N;N;S;
215523;21:55:23;21;55;23;N;S;N;N;S;
215532;21:55:32;21;55;32;N;S;N;N;S;
174610;17:46:10;17;46;10;N;N;N;S;S;
174619;17:46:19;17;46;19;N;N;N;S;S;
174628;17:46:28;17;46;28;N;N;N;S;S;
174638;17:46:38;17;46;38;N;N;N;S;S;
174647;17:46:47;17;46;47;N;N;N;S;S;
174656;17:46:56;17;46;56;N;N;N;S;S;
174706;17:47:06;17;47;6;N;N;N;S;S;
174715;17:47:15;17;47;15;N;N;N;S;S;
174724;17:47:24;17;47;24;N;N;N;S;S;
174734;17:47:34;17;47;34;N;N;N;S;S;
174743;17:47:43;17;47;43;N;N;N;S;S;
174752;17:47:52;17;47;52;N;N;N;S;S;
174802;17:48:02;17;48;2;N;N;N;S;S;
174811;17:48:11;17;48;11;N;N;N;S;S;
174820;17:48:20;17;48;20;N;N;N;S;S;
174830;17:48:30;17;48;30;N;N;N;S;S;
174839;17:48:39;17;48;39;N;N;N;S;S;
174848;17:48:48;17;48;48;N;N;N;S;S;
174858;17:48:58;17;48;58;N;N;N;S;S;
174907;17:49:07;17;49;7;N;N;N;S;S;
174916;17:49:16;17;49;16;N;N;N;S;S;
174926;17:49:26;17;49;26;N;N;N;S;S;
174935;17:49:35;17;49;35;N;N;N;S;S;
174944;17:49:44;17;49;44;N;N;N;S;S;
150234;15:02:34;15;2;34;N;N;N;N;S;
150242;15:02:42;15;2;42;N;N;N;N;S;
150250;15:02:50;15;2;50;N;N;N;N;S;
150258;15:02:58;15;2;58;N;N;N;N;S;
150306;15:03:06;15;3;6;N;N;N;N;S;
150314;15:03:14;15;3;14;N;N;N;N;S;
150322;15:03:22;15;3;22;N;N;N;N;S;
150331;15:03:31;15;3;31;N;N;N;N;S;
150340;15:03:40;15;3;40;N;N;N;N;S;
150350;15:03:50;15;3;50;N;N;N;N;S;
150359;15:03:59;15;3;59;N;N;N;N;S;
150408;15:04:08;15;4;8;N;N;N;N;S;
150418;15:04:18;15;4;18;N;N;N;N;S;
150427;15:04:27;15;4;27;N;N;N;N;S;
150436;15:04:36;15;4;36;N;N;N;N;S;
150446;15:04:46;15;4;46;N;N;N;N;S;
150455;15:04:55;15;4;55;N;N;N;N;S;
150504;15:05:04;15;5;4;N;N;N;N;S;
150514;15:05:14;15;5;14;N;N;N;N;S;
150523;15:05:23;15;5;23;N;N;N;N;S;
150532;15:05:32;15;5;32;N;N;N;N;S;
150542;15:05:42;15;5;42;N;N;N;N;S;
150551;15:05:51;15;5;51;N;N;N;N;S;
150600;15:06:00;15;6;0;N;N;N;N;S;
150610;15:06:10;15;6;10;N;N;N;N;S;
150619;15:06:19;15;6;19;N;N;N;N;S;
150628;15:06:28;15;6;28;N;N;N;N;S;
150638;15:06:38;15;6;38;N;N;N;N;S;
150647;15:06:47;15;6;47;N;N;N;N;S;
150656;15:06:56;15;6;56;N;N;N;N;S;
150706;15:07:06;15;7;6;N;N;N;N;S;
150715;15:07:15;15;7;15;N;N;N;N;S;
150724;15:07:24;15;7;24;N;N;N;N;S;
150734;15:07:34;15;7;34;N;N;N;N;S;
150743;15:07:43;15;7;43;N;N;N;N;S;
150752;15:07:52;15;7;52;N;N;N;N;S;
150802;15:08:02;15;8;2;N;N;N;N;S;
150811;15:08:11;15;8;11;N;N;N;N;S;
155425;15:54:25;15;54;25;N;N;N;N;S;
155433;15:54:33;15;54;33;N;N;N;N;S;
155441;15:54:41;15;54;41;N;N;N;N;S;
155449;15:54:49;15;54;49;N;N;N;N;S;
155457;15:54:57;15;54;57;N;N;N;N;S;
155505;15:55:05;15;55;5;N;N;N;N;S;
155513;15:55:13;15;55;13;N;N;N;N;S;
155521;15:55:21;15;55;21;N;N;N;N;S;
155530;15:55:30;15;55;30;N;N;N;N;S;
155540;15:55:40;15;55;40;N;N;N;N;S;
155549;15:55:49;15;55;49;N;N;N;N;S;
155558;15:55:58;15;55;58;N;N;N;N;S;
155608;15:56:08;15;56;8;N;N;N;N;S;
155617;15:56:17;15;56;17;N;N;N;N;S;
155626;15:56:26;15;56;26;N;N;N;N;S;
155636;15:56:36;15;56;36;N;N;N;N;S;
155645;15:56:45;15;56;45;N;N;N;N;S;
155654;15:56:54;15;56;54;N;N;N;N;S;
155704;15:57:04;15;57;4;N;N;N;N;S;
155713;15:57:13;15;57;13;N;N;N;N;S;
155722;15:57:22;15;57;22;N;N;N;N;S;
155732;15:57:32;15;57;32;N;N;N;N;S;
155741;15:57:41;15;57;41;N;N;N;N;S;
155750;15:57:50;15;57;50;N;N;N;N;S;
155800;15:58:00;15;58;0;N;N;N;N;S;
155808;15:58:08;15;58;8;N;N;N;N;S;
155817;15:58:17;15;58;17;N;N;N;N;S;
155827;15:58:27;15;58;27;N;N;N;N;S;
155836;15:58:36;15;58;36;N;N;N;N;S;
155845;15:58:45;15;58;45;N;N;N;N;S;
155855;15:58:55;15;58;55;N;N;N;N;S;
155904;15:59:04;15;59;4;N;N;N;N;S;
155913;15:59:13;15;59;13;N;N;N;N;S;
155923;15:59:23;15;59;23;N;N;N;N;S;
155932;15:59:32;15;59;32;N;N;N;N;S;
155941;15:59:41;15;59;41;N;N;N;N;S;
155951;15:59:51;15;59;51;N;N;N;N;S;
160000;16:00:00;16;0;0;N;N;N;N;S;
172057;17:20:57;17;20;57;N;N;N;S;S;
172105;17:21:05;17;21;5;N;N;N;S;S;
172113;17:21:13;17;21;13;N;N;N;S;S;
172121;17:21:21;17;21;21;N;N;N;S;S;
172129;17:21:29;17;21;29;N;N;N;S;S;
172137;17:21:37;17;21;37;N;N;N;S;S;
172145;17:21:45;17;21;45;N;N;N;S;S;
172153;17:21:53;17;21;53;N;N;N;S;S;
172202;17:22:02;17;22;2;N;N;N;S;S;
172212;17:22:12;17;22;12;N;N;N;S;S;
172221;17:22:21;17;22;21;N;N;N;S;S;
172230;17:22:30;17;22;30;N;N;N;S;S;
172240;17:22:40;17;22;40;N;N;N;S;S;
172249;17:22:49;17;22;49;N;N;N;S;S;
172258;17:22:58;17;22;58;N;N;N;S;S;
172308;17:23:08;17;23;8;N;N;N;S;S;
172317;17:23:17;17;23;17;N;N;N;S;S;
172326;17:23:26;17;23;26;N;N;N;S;S;
172336;17:23:36;17;23;36;N;N;N;S;S;
172345;17:23:45;17;23;45;N;N;N;S;S;
172354;17:23:54;17;23;54;N;N;N;S;S;
172404;17:24:04;17;24;4;N;N;N;S;S;
172413;17:24:13;17;24;13;N;N;N;S;S;
172422;17:24:22;17;24;22;N;N;N;S;S;
172432;17:24:32;17;24;32;N;N;N;S;S;
172441;17:24:41;17;24;41;N;N;N;S;S;
172450;17:24:50;17;24;50;N;N;N;S;S;
225114;22:51:14;22;51;14;N;N;N;N;N;
225123;22:51:23;22;51;23;N;N;N;N;N;
225132;22:51:32;22;51;32;N;N;N;N;N;
225142;22:51:42;22;51;42;N;N;N;N;N;
225151;22:51:51;22;51;51;N;N;N;N;N;
225200;22:52:00;22;52;0;N;N;N;N;N;
225210;22:52:10;22;52;10;N;N;N;N;N;
225219;22:52:19;22;52;19;N;N;N;N;N;
225228;22:52:28;22;52;28;N;N;N;N;N;
225238;22:52:38;22;52;38;N;N;N;N;N;
225247;22:52:47;22;52;47;N;N;N;N;N;
225256;22:52:56;22;52;56;N;N;N;N;N;
225306;22:53:06;22;53;6;N;N;N;N;N;
225315;22:53:15;22;53;15;N;N;N;N;N;
225324;22:53:24;22;53;24;N;N;N;N;N;
225334;22:53:34;22;53;34;N;N;N;N;N;
225343;22:53:43;22;53;43;N;N;N;N;N;
225352;22:53:52;22;53;52;N;N;N;N;N;
225402;22:54:02;22;54;2;N;N;N;N;N;
225411;22:54:11;22;54;11;N;N;N;N;N;
225421;22:54:21;22;54;21;N;N;N;N;N;
225430;22:54:30;22;54;30;N;N;N;N;N;
225439;22:54:39;22;54;39;N;N;N;N;N;
225449;22:54:49;22;54;49;N;N;N;N;N;
225458;22:54:58;22;54;58;N;N;N;N;N;
225507;22:55:07;22;55;7;N;N;N;N;N;
225517;22:55:17;22;55;17;N;N;N;N;N;
225526;22:55:26;22;55;26;N;N;N;N;N;
225535;22:55:35;22;55;35;N;N;N;N;N;
182432;18:24:32;18;24;32;N;N;N;S;S;
182440;18:24:40;18;24;40;N;N;N;S;S;
182448;18:24:48;18;24;48;N;N;N;S;S;
182456;18:24:56;18;24;56;N;N;N;S;S;
182504;18:25:04;18;25;4;N;N;N;S;S;
182512;18:25:12;18;25;12;N;N;N;S;S;
182520;18:25:20;18;25;20;N;N;N;S;S;
182529;18:25:29;18;25;29;N;N;N;S;S;
182538;18:25:38;18;25;38;N;N;N;S;S;
182548;18:25:48;18;25;48;N;N;N;S;S;
182557;18:25:57;18;25;57;N;N;N;S;S;
182607;18:26:07;18;26;7;N;N;N;S;S;
182616;18:26:16;18;26;16;N;N;N;S;S;
182625;18:26:25;18;26;25;N;N;N;S;S;
182635;18:26:35;18;26;35;N;N;N;S;S;
182644;18:26:44;18;26;44;N;N;N;S;S;
182653;18:26:53;18;26;53;N;N;N;S;S;
182703;18:27:03;18;27;3;N;N;N;S;S;
182712;18:27:12;18;27;12;N;N;N;S;S;
182721;18:27:21;18;27;21;N;N;N;S;S;
182731;18:27:31;18;27;31;N;N;N;S;S;
182740;18:27:40;18;27;40;N;N;N;S;S;
182749;18:27:49;18;27;49;N;N;N;S;S;
182759;18:27:59;18;27;59;N;N;N;S;S;
182808;18:28:08;18;28;8;N;N;N;S;S;
182817;18:28:17;18;28;17;N;N;N;S;S;
182827;18:28:27;18;28;27;N;N;N;S;S;
182836;18:28:36;18;28;36;N;N;N;S;S;
182845;18:28:45;18;28;45;N;N;N;S;S;
182855;18:28:55;18;28;55;N;N;N;S;S;
182904;18:29:04;18;29;4;N;N;N;S;S;
182913;18:29:13;18;29;13;N;N;N;S;S;
182923;18:29:23;18;29;23;N;N;N;S;S;
182932;18:29:32;18;29;32;N;N;N;S;S;
182941;18:29:41;18;29;41;N;N;N;S;S;
182951;18:29:51;18;29;51;N;N;N;S;S;
183000;18:30:00;18;30;0;N;N;N;S;S;
183009;18:30:09;18;30;9;N;N;N;S;S;
195104;19:51:04;19;51;4;N;N;N;N;S;
195112;19:51:12;19;51;12;N;N;N;N;S;
